JUDUL,PENULIS,RATING_AVG,TOTAL_RATINGS,TOTAL_REVIEWS,GENRES,PENERBIT,TAHUN_TERBIT,NAMA_FILE_GAMBAR,warna_h,warna_s,warna_v,warna_r,warna_g,warna_b,warna_kategori,warna_hex_dominan,POPULARITY_SCORE
Beautiful Mistake,Sefryana Khairil,3.51,772.0,75.0,"Roman, Sastra Indonesia, Fiksi, Novel, Chick Lit, Remaja, Drama, Indonesian Literature",Gagas Media,2012,2012_Gagas_Media_Beautiful_Mistake.jpg,120.0,78.0,69.0,48.0,48.0,69.0,Biru,#303045,3.6111080747871576
Pintu Terlarang,Sekar Ayu Asmara,3.83,778.0,148.0,"Novel, Sastra Indonesia, Thriller, Fiksi, Misteri, Misteri Thriller, Horor, Indonesian Literature",Andal Krida Nusantara (AKOER),2005,2005_Andal_Krida_Nusantar_Pintu_Terlarang.jpg,3.0,209.0,222.0,222.0,56.0,40.0,Merah,#de3828,3.84381208186261
Hikayat Kadiroen: Sebuah novel,Semaoen,3.73,130.0,31.0,"Sastra Indonesia, Fiksi, Indonesian Literature",Yayasan Bentang Budaya,2000,2000_Yayasan_Bentang_Buda_Hikayat_Kadiroen_Sebuah_novel.jpg,9.0,88.0,160.0,160.0,121.0,105.0,Merah,#a07969,3.8341525208535976
Wisanggeni: Sang Buronan,Seno Gumira Ajidarma,3.82,313.0,56.0,"Fiksi, Sastra Indonesia, Novel, Filsafat, Fantasi, Budaya, Indonesian Literature",Yayasan Bentang Budaya,2000,2000_Yayasan_Bentang_Buda_Wisanggeni_Sang_Buronan.jpg,110.0,215.0,140.0,22.0,62.0,140.0,Biru,#163e8c,3.84927927665898
Trilogi Insiden,Seno Gumira Ajidarma,4.06,182.0,30.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Indonesian Literature",Bentang Pustaka,2010,2010_Bentang_Pustaka_Trilogi_Insiden.jpg,93.0,140.0,202.0,91.0,190.0,202.0,Biru,#5bbeca,3.950108104759408
Tiada Ojek di Paris: Obrolan Urban,Seno Gumira Ajidarma,3.93,330.0,75.0,"Sastra Indonesia, Nonfiksi, Indonesian Literature",Mizan ,2015,2015_Mizan_Tiada_Ojek_di_Paris_Obrolan_Ur.jpg,20.0,64.0,243.0,243.0,223.0,182.0,Oranye/Cokelat,#f3dfb6,3.9070947829921208
Sepotong Senja untuk Pacarku,Seno Gumira Ajidarma,4.02,2714.0,312.0,"Fiksi, Sastra Indonesia, Roman, Cerita Pendek, Novel, Sastra, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2002,2002_Gramedia_Pustaka_Uta_Sepotong_Senja_untuk_Pacarku.jpg,0.0,13.0,119.0,119.0,113.0,113.0,Abu-abu/Putih,#777171,3.88191740555492
Senja dan Cinta yang Berdarah,Seno Gumira Ajidarma,4.31,212.0,41.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Indonesian Literature",Penerbit Buku Kompas,2014,2014_Penerbit_Buku_Kompas_Senja_dan_Cinta_yang_Berdarah.jpg,100.0,49.0,223.0,180.0,208.0,223.0,Abu-abu/Putih,#b4d0df,4.062420836644131
Sebuah Pertanyaan untuk Cinta,Seno Gumira Ajidarma,3.76,845.0,72.0,"Sastra Indonesia, Cerita Pendek, Fiksi, Novel, Roman, Indonesian Literature",Gramedia Pustaka Utama,2003,2003_Gramedia_Pustaka_Uta_Sebuah_Pertanyaan_untuk_Cinta.jpg,29.0,60.0,249.0,249.0,247.0,190.0,Kuning,#f9f7be,3.790847206848464
Saksi Mata,Seno Gumira Ajidarma,4.04,1162.0,150.0,"Cerita Pendek, Sastra Indonesia, Fiksi, Novel, Fiksi Historis, Sastra, Indonesian Literature",Yayasan Bentang Budaya,2002,2002_Yayasan_Bentang_Buda_Saksi_Mata.jpg,25.0,51.0,209.0,209.0,202.0,167.0,Kuning,#d1caa7,3.881510574910838
Negeri Senja,Seno Gumira Ajidarma,3.84,1090.0,111.0,"Sastra Indonesia, Novel, Fiksi, Petualangan, Sastra, Roman, Indonesian Literature",Kepustakaan Populer Gramedia,2003,2003_Kepustakaan_Populer__Negeri_Senja.jpg,86.0,80.0,67.0,46.0,67.0,64.0,Biru,#2e4340,3.880821513756661
"Nagabumi II: Buddha, Pedang dan Penyamun Terbang",Seno Gumira Ajidarma,4.18,152.0,25.0,"Novel, Sastra Indonesia, Fiksi, Fiksi Historis, Fantasi, Indonesian Literature",Gramedia Pustaka Utama,2011,"2011_Gramedia_Pustaka_Uta_Nagabumi_II_Buddha,_Pedang_dan.jpg",18.0,186.0,246.0,246.0,176.0,67.0,Oranye/Cokelat,#f6b043,3.983973811598574
Nagabumi I: Jurus Tanpa Bentuk,Seno Gumira Ajidarma,4.08,361.0,77.0,"Novel, Sastra Indonesia, Fiksi, Fiksi Historis, Fantasi, Indonesian Literature",Gramedia Pustaka Utama,2009,2009_Gramedia_Pustaka_Uta_Nagabumi_I_Jurus_Tanpa_Bentuk.jpg,105.0,75.0,250.0,176.0,212.0,250.0,Biru,#b0d4fa,3.991462428862546
Linguae,Seno Gumira Ajidarma,3.66,463.0,66.0,"Sastra Indonesia, Fiksi, Cerita Pendek, Novel, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Linguae.jpg,21.0,99.0,239.0,239.0,211.0,146.0,Oranye/Cokelat,#efd392,3.744963036713687
Kitab Omong Kosong,Seno Gumira Ajidarma,4.12,962.0,113.0,"Novel, Sastra Indonesia, Fiksi, Fantasi, Sastra, Filsafat, Fiksi Historis, Indonesian Literature",Bentang Pustaka,2004,2004_Bentang_Pustaka_Kitab_Omong_Kosong.jpg,0.0,212.0,153.0,153.0,26.0,26.0,Merah,#991a1a,4.064742013480816
Dunia Sukab: Sejumlah Cerita,Seno Gumira Ajidarma,3.78,692.0,95.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Novel, Indonesian Literature",Buku Kompas,2001,2001_Buku_Kompas_Dunia_Sukab_Sejumlah_Cerita.jpg,0.0,0.0,233.0,233.0,233.0,233.0,Abu-abu/Putih,#e9e9e9,3.809761471967256
Dua Kelamin bagi Midin: Cerpen KOMPAS Pilihan 1970-1980,Seno Gumira Ajidarma,3.72,160.0,9.0,"Fiksi, Cerita Pendek, Sastra Indonesia, Sastra, Indonesian Literature",Penerbit Buku Kompas,2003,2003_Penerbit_Buku_Kompas_Dua_Kelamin_bagi_Midin_Cerpen_.jpg,23.0,30.0,227.0,227.0,221.0,200.0,Abu-abu/Putih,#e3ddc8,3.823635936266824
Biola Tak Berdawai,Seno Gumira Ajidarma,3.72,415.0,45.0,"Novel, Sastra Indonesia, Fiksi, Fiksi Sastra, Sastra, Roman, Drama, Indonesian Literature",Akur,2004,2004_Akur_Biola_Tak_Berdawai.jpg,29.0,25.0,232.0,232.0,231.0,209.0,Abu-abu/Putih,#e8e7d1,3.786110677128677
Palestine: A. Emang Gue Pikirin? B. Emang Gue Pikirin!,Shofwan Al-Banna,3.78,94.0,14.0,"Sastra Indonesia, Indonesian Literature",Pro U-Media,2005,2005_Pro_U-Media_Palestine_A._Emang_Gue_Pikirin.jpg,16.0,131.0,248.0,248.0,188.0,121.0,Oranye/Cokelat,#f8bc79,3.856199463451717
Hidangan Di Atas Awan,Silvia Iskandar,3.3,23.0,12.0,"Roman, Indonesian Literature",Gramedia Pustaka Utama,2024,2024_Gramedia_Pustaka_Uta_Hidangan_Di_Atas_Awan.jpg,96.0,104.0,213.0,126.0,195.0,213.0,Biru,#7ec3d5,3.8381695576232846
Putri Cina,Sindhunata,3.56,180.0,34.0,"Novel, Sastra Indonesia, Fiksi, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Putri_Cina.jpg,32.0,15.0,219.0,218.0,219.0,206.0,Abu-abu/Putih,#dadbce,3.757844314049804
Air Kejujuran,Sindhunata,3.85,13.0,1.0,Indonesian Literature,Gramedia Pustaka Utama,2019,2019_Gramedia_Pustaka_Uta_Air_Kejujuran.jpg,25.0,13.0,242.0,242.0,240.0,230.0,Abu-abu/Putih,#f2f0e6,3.879630916022732
Air Kata-kata,Sindhunata,3.8,122.0,19.0,"Sastra Indonesia, Puisi, Indonesian Literature",Galang Press,2004,2004_Galang_Press_Air_Kata-kata.jpg,102.0,171.0,215.0,71.0,158.0,215.0,Biru,#479ed7,3.85694454557537
Nonsens,Sitok Srengenge,3.92,24.0,4.0,"Sastra Indonesia, Indonesian Literature","Yayasan Kalam, KITLV, Yayasan Adikarya Ikapi dan Ford Foundation",2000,"2000_Yayasan_Kalam,_KITLV_Nonsens.jpg",23.0,169.0,236.0,236.0,199.0,80.0,Oranye/Cokelat,#ecc750,3.883953533496794
Kelenjar Bekisar Jantan,Sitok Srengenge,3.77,44.0,8.0,"Puisi, Sastra Indonesia, Indonesian Literature",,2000,2000__Kelenjar_Bekisar_Jantan.jpg,20.0,25.0,244.0,244.0,236.0,220.0,Abu-abu/Putih,#f4ecdc,3.866311911081383
Anak Jadah,Sitok Srengenge,3.4,30.0,3.0,"Sastra Indonesia, Indonesian Literature",Garba Budaya dan KITLV,2000,2000_Garba_Budaya_dan_KIT_Anak_Jadah.jpg,105.0,196.0,104.0,24.0,63.0,104.0,Biru,#183f68,3.835766466304998
Dalam Sajak,Sitor Situmorang,3.45,53.0,8.0,"Puisi, Sastra, Sastra Indonesia, Indonesian Literature",Pustaka Jaya,2016,2016_Pustaka_Jaya_Dalam_Sajak.jpg,171.0,224.0,222.0,222.0,27.0,85.0,Merah,#de1b55,3.814224819190272
Seira and The Legend of Madriva,Sitta Karina,3.33,686.0,47.0,"Fantasi, Sastra Indonesia, Fiksi, Roman, Remaja, Novel, Indonesian Literature",Buah Hati,2012,2012_Buah_Hati_Seira_and_The_Legend_of_Madriv.jpg,108.0,20.0,65.0,60.0,62.0,65.0,Abu-abu/Putih,#3c3e41,3.4934103505438308
Rumah Cokelat,Sitta Karina,3.54,821.0,114.0,"Sastra Indonesia, Fiksi, Novel, Roman, Keluarga, Contemporary, Pengasuhan, Indonesian Literature",Buah Hati,2012,2012_Buah_Hati_Rumah_Cokelat.jpg,105.0,85.0,6.0,4.0,5.0,6.0,Hitam,#040506,3.6288299431370152
Putri Hujan & Ksatria Malam,Sitta Karina,3.86,1800.0,130.0,"Roman, Fiksi, Sastra Indonesia, Remaja, Novel, Chick Lit, Contemporary, Indonesian Literature",Terrant Books,2006,2006_Terrant_Books_Putri_Hujan_&_Ksatria_Malam.jpg,11.0,135.0,200.0,200.0,132.0,94.0,Merah,#c8845e,3.8808904198720784
Pesan dari Bintang,Sitta Karina,4.07,1849.0,147.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Persahabatan, Indonesian Literature",Terrant Books,2006,2006_Terrant_Books_Pesan_dari_Bintang.jpg,14.0,119.0,158.0,158.0,118.0,84.0,Merah,#9e7654,3.8816139340839646
Lukisan Hujan,Sitta Karina,3.88,2610.0,218.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Chick Lit, Indonesian Literature",Literati,2014,2014_Literati_Lukisan_Hujan.jpg,9.0,99.0,36.0,36.0,26.0,22.0,Merah,#241a16,3.8809560321643626
Imaji Terindah,Sitta Karina,3.52,1341.0,113.0,"Roman, Sastra Indonesia, Fiksi, Remaja, Novel, Contemporary, Fantasi, Indonesian Literature",Literati,2016,2016_Literati_Imaji_Terindah.jpg,30.0,6.0,253.0,253.0,253.0,247.0,Abu-abu/Putih,#fdfdf7,3.8797190159099766
Dunia Mara,Sitta Karina,3.12,468.0,77.0,"Sastra Indonesia, Roman, Fiksi, Remaja, Fantasi, Contemporary, Novel, Indonesian Literature",Literati,2013,2013_Literati_Dunia_Mara.jpg,34.0,8.0,248.0,247.0,248.0,240.0,Abu-abu/Putih,#f7f8f0,3.4106681338631506
Di Bawah Lentera Merah: Riwayat Sarekat Islam Semarang Sampai Tahun 1920,Soe Hok Gie,4.14,1030.0,69.0,"Sejarah, Nonfiksi, Sastra Indonesia, Politik, Indonesian Literature",Bentang,2005,2005_Bentang_Di_Bawah_Lentera_Merah_Riwayat.jpg,92.0,168.0,82.0,28.0,79.0,82.0,Biru,#1c4f52,3.881855105487927
Catatan Seorang Demonstran,Soe Hok Gie,4.12,4743.0,433.0,"Nonfiksi, Sastra Indonesia, Biografi, Sejarah, Politik, Memoar, Biografi & Memoar, Indonesian Literature",Pustaka LP3ES Indonesia,2005,2005_Pustaka_LP3ES_Indone_Catatan_Seorang_Demonstran.jpg,20.0,199.0,232.0,232.0,173.0,51.0,Oranye/Cokelat,#e8ad33,3.8842231691999
"Mati, Bertahun yang Lalu",Soe Tjen Marching,3.69,258.0,73.0,"Sastra Indonesia, Fiksi, Novel, Indonesian Literature",Gramedia Pustaka Utama,2010,"2010_Gramedia_Pustaka_Uta_Mati,_Bertahun_yang_Lalu.jpg",23.0,94.0,229.0,229.0,210.0,145.0,Oranye/Cokelat,#e5d291,3.7909336580500153
Dari Dalam Kubur,Soe Tjen Marching,4.72,680.0,195.0,"Fiksi Historis, Sastra Indonesia, Fiksi, Novel, Historis, Politik, Indonesian Literature",Marjin Kiri,2020,2020_Marjin_Kiri_Dari_Dalam_Kubur.jpg,20.0,91.0,196.0,196.0,172.0,126.0,Oranye/Cokelat,#c4ac7e,4.4696089186152905
Republik #Jancukers,Sujiwo Tejo,4.19,565.0,43.0,"Sastra Indonesia, Indonesian Literature",Penerbit Buku Kompas,2012,2012_Penerbit_Buku_Kompas_Republik_#Jancukers.jpg,76.0,43.0,137.0,114.0,137.0,126.0,Abu-abu/Putih,#72897e,4.085359607103156
Dongeng Mbah Jiwo: Seni Membual Para Binatang,Sujiwo Tejo,4.41,17.0,5.0,"Fiksi, Indonesian Literature",DIVA Press,2021,2021_DIVA_Press_Dongeng_Mbah_Jiwo_Seni_Membual.jpg,24.0,212.0,251.0,251.0,208.0,42.0,Oranye/Cokelat,#fbd02a,3.910329614262435
Bung Karno: Penyambung Lidah Rakyat Indonesia,Sukarno,4.33,1599.0,154.0,"Biografi, Sejarah, Nonfiksi, Sastra Indonesia, Autobiografi, Biografi & Memoar, Politik, Indonesian Literature",Yayasan Bung Karno,2007,2007_Yayasan_Bung_Karno_Bung_Karno_Penyambung_Lidah_Ra.jpg,87.0,251.0,143.0,2.0,143.0,129.0,Biru,#028f81,3.8825097135843953
Genduk,Sundari Mardjuki,3.66,271.0,68.0,"Sastra Indonesia, Novel, Fiksi, Fiksi Historis, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_Genduk.jpg,95.0,183.0,219.0,62.0,192.0,219.0,Biru,#3ec0db,3.774080221986383
Hujan Menulis Ayam,Sutardji Calzoum Bachri,3.64,123.0,20.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Puisi, Indonesian Literature",Indonesia Tera,2001,2001_Indonesia_Tera_Hujan_Menulis_Ayam.jpg,25.0,99.0,237.0,237.0,223.0,145.0,Kuning,#eddf91,3.8090683914320698
Bentara: Hijau Kelon & Puisi 2002,Sutardji Calzoum Bachri,4.0,6.0,0.0,"Sastra Indonesia, Indonesian Literature",Kompas,2002,2002_Kompas_Bentara_Hijau_Kelon_&_Puisi_20.jpg,0.0,1.0,254.0,254.0,253.0,253.0,Abu-abu/Putih,#fefdfd,3.8833816913391046
Siapa Punya Kuali Panjang?,Suyadi,4.18,22.0,5.0,"Sastra Indonesia, Indonesian Literature",Djambatan,2004,2004_Djambatan_Siapa_Punya_Kuali_Panjang.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.9020994196558094
Kalau Yang Enak Didahulukan...,Suyadi,4.1,10.0,4.0,"Sastra Indonesia, Indonesian Literature",Djambatan,2004,2004_Djambatan_Kalau_Yang_Enak_Didahulukan....jpg,11.0,115.0,221.0,221.0,158.0,121.0,Merah,#dd9e79,3.888282186692968
Wanara #1,Sweta Kartika,4.14,86.0,17.0,"Komik, Sastra Indonesia, Indonesian Literature",Surya Perkasa November Abadi,2015,2015_Surya_Perkasa_Novemb_Wanara_#1.jpg,,,,,,,,,3.940328965670542
Titisan,Sweta Kartika,4.21,208.0,69.0,"Horor, Fiksi, Novel, Misteri, Sastra Indonesia, Indonesian Literature",Penerbit Clover - m&c!,2020,2020_Penerbit_Clover_-_m&_Titisan.jpg,,,,,,,,,4.018599184249112
Lewat Tengah Malam - Ganjil,Sweta Kartika,3.95,147.0,48.0,"Horor, Misteri, Thriller, Sastra Indonesia, Indonesian Literature", m&c!,2021,2021_m&c!_Lewat_Tengah_Malam_-_Ganjil.jpg,,,,,,,,,3.90422566044211
Kembar,Sweta Kartika,4.16,248.0,73.0,"Horor, Sastra Indonesia, Fiksi, Misteri, Novel, Indonesian Literature",m&c!,2019,2019_m&c!_Kembar.jpg,,,,,,,,,4.009769091424609
H2O Reborn Vol. 2,Sweta Kartika,4.37,98.0,19.0,"Komik, Sastra Indonesia, Fiksi Ilmiah, Manga, Indonesian Literature",m&c!,2017,2017_m&c!_H2O_Reborn_Vol._2.jpg,,,,,,,,,4.004721612312126
H2O Reborn Vol. 1,Sweta Kartika,4.34,141.0,28.0,"Komik, Sastra Indonesia, Fiksi Ilmiah, Manga, Fiksi, Novel Grafis, Indonesian Literature",m&c!,2016,2016_m&c!_H2O_Reborn_Vol._1.jpg,,,,,,,,,4.031396732987497
H2O Reborn Vol. 03,Sweta Kartika,4.54,90.0,26.0,"Komik, Sastra Indonesia, Manga, Indonesian Literature",m&c!,2017,2017_m&c!_H2O_Reborn_Vol._03.jpg,,,,,,,,,4.037359115010865
Grey & Jingga,Sweta Kartika,3.95,534.0,122.0,"Roman, Komik, Sastra Indonesia, Fiksi, Remaja, Manga, Indonesian Literature",Facebook,2012,2012_Facebook_Grey_&_Jingga.jpg,,,,,,,,,3.925743631178708
P.G.D.P.C - Pengantin Gypsy dan Penipu Cinta,Syahmedi Dean,3.28,230.0,39.0,"Sastra Indonesia, Roman, Novel, Fiksi, Drama, Mode, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_P.G.D.P.C_-_Pengantin_Gypsy_da.jpg,,,,,,,,,3.6147683088452016
Ihwal Nama Majid Pucuk: Cerpen Pilihan KOMPAS 2022,T. Agus Khaidir,3.61,23.0,10.0,"Cerita Pendek, Sastra Indonesia, Indonesian Literature",Penerbit Buku Kompas,2023,2023_Penerbit_Buku_Kompas_Ihwal_Nama_Majid_Pucuk_Cerpen_.jpg,,,,,,,,,3.861003825037216
Rembang Jingga,T.J. Oetoro,3.14,36.0,8.0,Indonesian Literature,Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_Rembang_Jingga.jpg,,,,,,,,,3.798949867387765
Ruth: Tiga Kali Sepuluh,Tamara Geraldine,3.75,4.0,2.0,Indonesian Literature,Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_Ruth_Tiga_Kali_Sepuluh.jpg,,,,,,,,,3.8791762808793546
Madilog,Tan Malaka,4.26,3027.0,280.0,"Filsafat, Nonfiksi, Sejarah, Politik, Sastra Indonesia, Historis, Sains, Indonesian Literature",Teplok Press,2000,2000_Teplok_Press_Madilog.jpg,,,,,,,,,3.884853530771157
Dari Penjara Ke Penjara Bagian Satu,Tan Malaka,4.24,474.0,27.0,"Biografi, Sejarah, Sastra Indonesia, Indonesian Literature",Teplok Press,2000,2000_Teplok_Press_Dari_Penjara_Ke_Penjara_Bagian.jpg,,,,,,,,,4.1039350728697945
Dari Penjara Ke Penjara,Tan Malaka,4.37,488.0,44.0,"Sejarah, Nonfiksi, Biografi, Politik, Sastra Indonesia, ADHD, Memoar, Indonesian Literature",Narasi,2008,2008_Narasi_Dari_Penjara_Ke_Penjara.jpg,,,,,,,,,4.188007004654707
Aksi Massa,Tan Malaka,4.22,894.0,110.0,"Nonfiksi, Sejarah, Politik, Sastra Indonesia, Indonesian Literature",Teplok Press,2000,2000_Teplok_Press_Aksi_Massa.jpg,,,,,,,,,4.137121017847345
Nibiru dan Kesatria Atlantis,Tasaro G.K.,4.12,578.0,100.0,"Fantasi, Sastra Indonesia, Novel, Petualangan, Fiksi, Indonesian Literature",Tiga Serangkai,2010,2010_Tiga_Serangkai_Nibiru_dan_Kesatria_Atlantis.jpg,,,,,,,,,4.040274943058946
Muhammad: Para Pengeja Hujan,Tasaro G.K.,4.44,1295.0,110.0,"Novel, Fiksi Historis, Islam, Fiksi, Petualangan, Spiritualitas, Agama, Indonesian Literature",Bentang Pustaka,2011,2011_Bentang_Pustaka_Muhammad_Para_Pengeja_Hujan.jpg,,,,,,,,,3.882888697219193
Muhammad: Lelaki Penggenggam Hujan,Tasaro G.K.,4.4,3523.0,314.0,"Novel, Islam, Sastra Indonesia, Fiksi, Agama, Fiksi Historis, Petualangan, Indonesian Literature",Bentang Pustaka,2010,2010_Bentang_Pustaka_Muhammad_Lelaki_Penggenggam_Hu.jpg,,,,,,,,,3.88629065651966
Semasa,Teddy W. Kusuma,4.3,774.0,240.0,"Fiksi, Sastra Indonesia, Novel, Keluarga, Contemporary, Kehidupan Sehari-hari, Novela, Indonesian Literature",Penerbit OAK,2018,2018_Penerbit_OAK_Semasa.jpg,,,,,,,,,4.1860037097276
Yang Telah Lama Pergi,Tere Liye,4.3,607.0,116.0,"Fiksi, Sastra Indonesia, Novel, Indonesian Literature",Sabak Grip Nusantara,2023,2023_Sabak_Grip_Nusantara_Yang_Telah_Lama_Pergi.jpg,,,,,,,,,4.164762559964151
Teruslah Bodoh Jangan Pintar,Tere Liye,4.53,1976.0,456.0,"Fiksi, Politik, Novel, Sastra Indonesia, Pemerintahan, Drama, Fantasi, Indonesian Literature",Sabakgrip,2024,2024_Sabakgrip_Teruslah_Bodoh_Jangan_Pintar.jpg,,,,,,,,,3.883198774738573
Tentang Kamu,Tere Liye,4.62,11775.0,1.0,"Fiksi, Novel, Roman, Sastra Indonesia, Kehidupan Sehari-hari, Drama, Petualangan, Indonesian Literature",Pt. Putra Bangsa,2016,2016_Pt._Putra_Bangsa_Tentang_Kamu.jpg,,,,,,,,,3.908038116129461
Sunset Bersama Rosie,Tere Liye,4.06,7828.0,851.0,"Roman, Novel, Fiksi, Drama, Sastra Indonesia, Persahabatan, Keluarga, Indonesian Literature",Mahaka Publishing,2011,2011_Mahaka_Publishing_Sunset_Bersama_Rosie.jpg,,,,,,,,,3.8851930611573695
"Sungguh, Kau Boleh Pergi: Kumpulan Sajak",Tere Liye,4.01,398.0,67.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2019,"2019_Gramedia_Pustaka_Uta_Sungguh,_Kau_Boleh_Pergi_Kumpu.jpg",,,,,,,,,3.955690715704432
Si Putih,Tere Liye,4.22,2249.0,264.0,"Fantasi, Fiksi, Petualangan, Novel, Sastra Indonesia, Fiksi Ilmiah, Remaja, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_Si_Putih.jpg,,,,,,,,,3.88329079611286
Si Anak Savana,Tere Liye,4.16,189.0,23.0,"Fiksi, Kehidupan Sehari-hari, Novel, Indonesian Literature",Sabak Grip,2022,2022_Sabak_Grip_Si_Anak_Savana.jpg,,,,,,,,,3.9912356390337074
Si Anak Badai,Tere Liye,4.23,641.0,88.0,"Novel, Drama, Fiksi, Kehidupan Sehari-hari, Sastra Indonesia, Indonesian Literature",Republika,2019,2019_Republika_Si_Anak_Badai.jpg,,,,,,,,,4.121471050113271
Sesuk,Tere Liye,3.84,818.0,217.0,"Horor, Fiksi Ilmiah, Fiksi, Thriller, Misteri, Novel, Sastra Indonesia, Indonesian Literature",Sabak Grip,2022,2022_Sabak_Grip_Sesuk.jpg,,,,,,,,,3.8507007851595128
Sepotong Hati Yang Baru,Tere Liye,3.71,4290.0,343.0,"Novel, Roman, Fiksi, Sastra Indonesia, Cerita Pendek, Antologi, Kehidupan Sehari-hari, Indonesian Literature",Penerbit Mahaka,2012,2012_Penerbit_Mahaka_Sepotong_Hati_Yang_Baru.jpg,,,,,,,,,3.8786306713311873
Selena,Tere Liye,4.28,3547.0,352.0,"Fantasi, Fiksi, Novel, Petualangan, Sastra Indonesia, Remaja, Fiksi Ilmiah, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Selena.jpg,,,,,,,,,3.8850588344495143
Sagaras,Tere Liye,4.47,1887.0,273.0,"Fantasi, Fiksi, Petualangan, Novel, Fiksi Ilmiah, Remaja, Aksi, Indonesian Literature",Penerbit Sabakgrip,2022,2022_Penerbit_Sabakgrip_Sagaras.jpg,,,,,,,,,3.88299205639232
Rindu,Tere Liye,4.28,9921.0,1.0,"Novel, Fiksi, Roman, Sastra Indonesia, Fiksi Historis, Kehidupan Sehari-hari, Keluarga, Indonesian Literature",Penerbit Republika,2014,2014_Penerbit_Republika_Rindu.jpg,,,,,,,,,3.8930040045863215
Rembulan Tenggelam Di Wajahmu,Tere Liye,4.35,12190.0,1.0,"Novel, Fiksi, Sastra Indonesia, Roman, Drama, Filsafat, Sastra, Indonesian Literature",Penerbit Republika,2009,2009_Penerbit_Republika_Rembulan_Tenggelam_Di_Wajahmu.jpg,,,,,,,,,3.899646288358077
Rasa,Tere Liye,3.65,826.0,149.0,"Novel, Fiksi, Roman, Drama, Sastra Indonesia, Remaja, Kehidupan Sehari-hari, Indonesian Literature",Sabak Grip,2022,2022_Sabak_Grip_Rasa.jpg,,,,,,,,,3.709902214183251
Pulang,Tere Liye,4.44,10396.0,1.0,"Fiksi, Novel, Aksi, Sastra Indonesia, Thriller, Petualangan, Fantasi, Indonesian Literature",Republika,2015,2015_Republika_Pulang.jpg,,,,,,,,,3.899643924370496
Pulang,Tere Liye,4.44,10476.0,1.0,"Fiksi, Novel, Aksi, Sastra Indonesia, Thriller, Petualangan, Fantasi, Indonesian Literature",Republika,2015,2015_Republika_Pulang.jpg,,,,,,,,,3.899643924370496
Pukat,Tere Liye,4.25,3992.0,264.0,"Novel, Fiksi, Sastra Indonesia, Kehidupan Sehari-hari, Drama, Anak-anak, Keluarga, Indonesian Literature",Penerbit Republika,2010,2010_Penerbit_Republika_Pukat.jpg,,,,,,,,,3.8847508789319782
Pergi,Tere Liye,4.41,4749.0,525.0,"Fiksi, Aksi, Novel, Sastra Indonesia, Thriller, Fantasi, Petualangan, Indonesian Literature",Republika,2018,2018_Republika_Pergi.jpg,,,,,,,,,3.888178838424112
Negeri Para Bedebah,Tere Liye,4.37,12246.0,1.0,"Fiksi, Novel, Aksi, Sastra Indonesia, Thriller, Kejahatan, Politik, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Negeri_Para_Bedebah.jpg,,,,,,,,,3.9004429688560025
Negeri Di Ujung Tanduk,Tere Liye,4.32,7239.0,768.0,"Fiksi, Novel, Aksi, Sastra Indonesia, Thriller, Politik, Kejahatan, Indonesian Literature",Gramedia Pustaka Utama,2013,2013_Gramedia_Pustaka_Uta_Negeri_Di_Ujung_Tanduk.jpg,,,,,,,,,3.8913365210729816
Nebula,Tere Liye,4.35,3043.0,339.0,"Fantasi, Fiksi, Petualangan, Sastra Indonesia, Novel, Remaja, Aksi, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Nebula.jpg,,,,,,,,,3.8857773973237664
Moga Bunda Disayang Allah,Tere Liye,4.12,6008.0,459.0,"Novel, Fiksi, Sastra Indonesia, Drama, Keluarga, Dewasa, Inspiratif, Indonesian Literature",Republika,2007,2007_Republika_Moga_Bunda_Disayang_Allah.jpg,,,,,,,,,3.885820302685421
